num_date_time,answer
1 2020-08-31 23,8683.258
2 2020-08-25 00,1061.226
2 2020-08-25 01,863.215
2 2020-08-25 02,849.675
2 2020-08-25 03,1043.695
2 2020-08-25 04,839.183
2 2020-08-25 05,835.987
2 2020-08-25 06,1141.175
2 2020-08-25 07,1037.767
2 2020-08-25 08,1294.113
2 2020-08-25 09,1940.187
2 2020-08-25 10,1420.707
2 2020-08-25 11,1474.313
2 2020-08-25 12,1962.779
2 2020-08-25 13,1549.958
2 2020-08-25 14,1540.867
2 2020-08-25 15,1949.754
2 2020-08-25 16,1545.26
2 2020-08-25 17,1635.309
2 2020-08-25 18,1448.557
2 2020-08-25 19,2054.267
2 2020-08-25 20,1280.588
2 2020-08-25 21,1189.972
2 2020-08-25 22,1297.332
2 2020-08-25 23,1272.334
2 2020-08-26 00,1071.108
2 2020-08-26 01,872.688
2 2020-08-26 02,857.92
2 2020-08-26 03,1057.011
2 2020-08-26 04,849.721
2 2020-08-26 05,845.725
2 2020-08-26 06,1153.013
2 2020-08-26 07,1058.628
2 2020-08-26 08,1257.038
2 2020-08-26 09,1460.278
2 2020-08-26 10,1392.445
2 2020-08-26 11,1450.478
2 2020-08-26 12,1652.082
2 2020-08-26 13,1504.939
2 2020-08-26 14,1500.628
2 2020-08-26 15,1545.14
2 2020-08-26 16,1537.987
2 2020-08-26 17,1661.935
2 2020-08-26 18,1532.175
2 2020-08-26 19,1895.012
2 2020-08-26 20,1146.434
2 2020-08-26 21,1186.514
2 2020-08-26 22,1286.795
2 2020-08-26 23,1260.163
2 2020-08-27 00,1076.934
2 2020-08-27 01,904.172
2 2020-08-27 02,873.074
2 2020-08-27 03,1063.666
2 2020-08-27 04,858.315
2 2020-08-27 05,853.653
2 2020-08-27 06,1092.274
2 2020-08-27 07,904.643
2 2020-08-27 08,1241.401
2 2020-08-27 09,1760.436
2 2020-08-27 10,1475.37
2 2020-08-27 11,1504.253
2 2020-08-27 12,1449.343
2 2020-08-27 13,1538.257
2 2020-08-27 14,1542.63
2 2020-08-27 15,1539.298
2 2020-08-27 16,1552.321
2 2020-08-27 17,1658.052
2 2020-08-27 18,1456.155
2 2020-08-27 19,1851.071
2 2020-08-27 20,1104.864
2 2020-08-27 21,1156.962
2 2020-08-27 22,1153.293
2 2020-08-27 23,1156.888
2 2020-08-28 00,1057.471
2 2020-08-28 01,862.376
2 2020-08-28 02,846.725
2 2020-08-28 03,1036.239
2 2020-08-28 04,837.863
2 2020-08-28 05,834.544
2 2020-08-28 06,1125.424
2 2020-08-28 07,1006.219
2 2020-08-28 08,1238.447
2 2020-08-28 09,1392.701
2 2020-08-28 10,1413.709
2 2020-08-28 11,1477.45
2 2020-08-28 12,1367.439
2 2020-08-28 13,1518.682
2 2020-08-28 14,1515.786
2 2020-08-28 15,1250.624
2 2020-08-28 16,1526.033
2 2020-08-28 17,1674.268
2 2020-08-28 18,1453.66
2 2020-08-28 19,1893.38
2 2020-08-28 20,1067.774
2 2020-08-28 21,1127.164
2 2020-08-28 22,1121.045
2 2020-08-28 23,1114.395
2 2020-08-29 00,1037.267
2 2020-08-29 01,857.252
2 2020-08-29 02,844.925
2 2020-08-29 03,1005.515
2 2020-08-29 04,816.043
2 2020-08-29 05,814.744
2 2020-08-29 06,1096.026
2 2020-08-29 07,987.615
2 2020-08-29 08,1230.061
2 2020-08-29 09,1461.399
2 2020-08-29 10,1365.639
2 2020-08-29 11,1455.475
2 2020-08-29 12,1354.971
2 2020-08-29 13,1515.632
2 2020-08-29 14,1511.215
2 2020-08-29 15,1523.438
2 2020-08-29 16,1531.659
2 2020-08-29 17,1684.986
2 2020-08-29 18,1512.165
2 2020-08-29 19,1976.324
2 2020-08-29 20,1118.026
2 2020-08-29 21,1163.277
2 2020-08-29 22,1271.698
2 2020-08-29 23,1261.017
2 2020-08-30 00,1062.046
2 2020-08-30 01,858.828
2 2020-08-30 02,849.599
2 2020-08-30 03,1045.088
2 2020-08-30 04,842.419
2 2020-08-30 05,839.616
2 2020-08-30 06,1137.926
2 2020-08-30 07,1011.749
2 2020-08-30 08,1247.558
2 2020-08-30 09,1874.486
2 2020-08-30 10,1419.779
2 2020-08-30 11,1477.618
2 2020-08-30 12,1927.139
2 2020-08-30 13,1501.685
2 2020-08-30 14,1495.054
2 2020-08-30 15,1925.487
2 2020-08-30 16,1537.871
2 2020-08-30 17,1662.261
2 2020-08-30 18,1435.368
2 2020-08-30 19,2043.016
2 2020-08-30 20,1170.911
2 2020-08-30 21,1155.594
2 2020-08-30 22,1175.186
2 2020-08-30 23,1149.43
2 2020-08-31 00,1028.02
2 2020-08-31 01,846.88
2 2020-08-31 02,837.177
2 2020-08-31 03,1016.109
2 2020-08-31 04,829.132
2 2020-08-31 05,827.958
2 2020-08-31 06,1085.078
2 2020-08-31 07,1000.488
2 2020-08-31 08,1209.198
2 2020-08-31 09,1811.186
2 2020-08-31 10,1363.457
2 2020-08-31 11,1476.153
2 2020-08-31 12,1827.24
2 2020-08-31 13,1542.551
2 2020-08-31 14,1545.489
2 2020-08-31 15,1727.027
2 2020-08-31 16,1522.87
2 2020-08-31 17,1707.016
2 2020-08-31 18,1425.188
2 2020-08-31 19,1940.945
2 2020-08-31 20,1060.521
2 2020-08-31 21,1079.449
2 2020-08-31 22,1086.056
2 2020-08-31 23,1070.422
3 2020-08-25 00,3518.313
3 2020-08-25 01,3525.594
3 2020-08-25 02,3526.859
3 2020-08-25 03,3521.483
3 2020-08-25 04,3521.474
3 2020-08-25 05,3526.13
3 2020-08-25 06,3539.46
3 2020-08-25 07,3539.519
3 2020-08-25 08,1241.029
3 2020-08-25 09,3537.348
3 2020-08-25 10,1389.333
3 2020-08-25 11,1427.782
3 2020-08-25 12,3554.238
3 2020-08-25 13,1536.125
3 2020-08-25 14,1531.218
3 2020-08-25 15,3555.651
3 2020-08-25 16,1517.507
3 2020-08-25 17,1653.967
3 2020-08-25 18,3554.49
3 2020-08-25 19,2063.968
3 2020-08-25 20,3521.245
3 2020-08-25 21,3519.135
3 2020-08-25 22,3516.778
3 2020-08-25 23,3486.55
3 2020-08-26 00,3529.262
3 2020-08-26 01,3537.263
3 2020-08-26 02,3539.195
3 2020-08-26 03,3508.544
3 2020-08-26 04,3508.698
3 2020-08-26 05,3506.069
3 2020-08-26 06,3543.296
3 2020-08-26 07,3544.252
3 2020-08-26 08,1239.857
3 2020-08-26 09,3556.943
3 2020-08-26 10,1440.021
3 2020-08-26 11,1496.737
3 2020-08-26 12,3561.198
3 2020-08-26 13,1542.538
3 2020-08-26 14,1537.153
3 2020-08-26 15,3582.225
3 2020-08-26 16,1547.305
3 2020-08-26 17,1697.153
3 2020-08-26 18,3566.248
3 2020-08-26 19,2017.788
3 2020-08-26 20,3519.217
3 2020-08-26 21,3519.189
3 2020-08-26 22,3517.605
3 2020-08-26 23,3493.064
3 2020-08-27 00,3531.408
3 2020-08-27 01,3539.454
3 2020-08-27 02,3541.004
3 2020-08-27 03,3541.619
3 2020-08-27 04,3540.863
3 2020-08-27 05,3541.239
3 2020-08-27 06,3522.101
3 2020-08-27 07,3522.45
3 2020-08-27 08,1209.462
3 2020-08-27 09,3496.962
3 2020-08-27 10,1398.883
3 2020-08-27 11,1474.374
3 2020-08-27 12,3527.79
3 2020-08-27 13,1503.744
3 2020-08-27 14,1502.511
3 2020-08-27 15,3539.977
3 2020-08-27 16,1540.116
3 2020-08-27 17,1689.289
3 2020-08-27 18,3525.387
3 2020-08-27 19,2012.046
3 2020-08-27 20,3521.676
3 2020-08-27 21,3480.63
3 2020-08-27 22,3478.315
3 2020-08-27 23,3485.192
3 2020-08-28 00,3567.753
3 2020-08-28 01,3577.879
3 2020-08-28 02,3577.977
3 2020-08-28 03,3575.195
3 2020-08-28 04,3577.588
3 2020-08-28 05,3579.612
3 2020-08-28 06,3559.283
3 2020-08-28 07,3559.02
3 2020-08-28 08,1243.124
3 2020-08-28 09,3514.878
3 2020-08-28 10,1390.032
3 2020-08-28 11,1458.409
3 2020-08-28 12,3532.844
3 2020-08-28 13,1506.091
3 2020-08-28 14,1505.563
3 2020-08-28 15,3578.365
3 2020-08-28 16,1521.913
3 2020-08-28 17,1683.716
3 2020-08-28 18,3524.247
3 2020-08-28 19,2100.169
3 2020-08-28 20,3513.262
3 2020-08-28 21,3479.458
3 2020-08-28 22,3477.117
3 2020-08-28 23,3485.738
3 2020-08-29 00,3542.137
3 2020-08-29 01,3548.581
3 2020-08-29 02,3548.796
3 2020-08-29 03,3574.858
3 2020-08-29 04,3577.482
3 2020-08-29 05,3579.521
3 2020-08-29 06,3600.187
3 2020-08-29 07,3601.081
3 2020-08-29 08,1241.801
3 2020-08-29 09,3520.668
3 2020-08-29 10,1384.84
3 2020-08-29 11,1475.686
3 2020-08-29 12,3504.1
3 2020-08-29 13,1536.268
3 2020-08-29 14,1539.62
3 2020-08-29 15,3520.497
3 2020-08-29 16,1550.187
3 2020-08-29 17,1643.768
3 2020-08-29 18,3478.749
3 2020-08-29 19,1911.574
3 2020-08-29 20,3477.972
3 2020-08-29 21,3482.259
3 2020-08-29 22,3476.826
3 2020-08-29 23,3483.082
3 2020-08-30 00,3567.426
3 2020-08-30 01,3573.741
3 2020-08-30 02,3572.564
3 2020-08-30 03,3572.842
3 2020-08-30 04,3576.3
3 2020-08-30 05,3580.848
3 2020-08-30 06,3603.089
3 2020-08-30 07,3606.368
3 2020-08-30 08,1286.62
3 2020-08-30 09,3471.153
3 2020-08-30 10,1443.104
3 2020-08-30 11,1495.025
3 2020-08-30 12,3495.485
3 2020-08-30 13,1536.634
3 2020-08-30 14,1540.196
3 2020-08-30 15,3545.974
3 2020-08-30 16,1515.798
3 2020-08-30 17,1673.133
3 2020-08-30 18,3536.922
3 2020-08-30 19,2013.523
3 2020-08-30 20,3520.657
3 2020-08-30 21,3518.033
3 2020-08-30 22,3514.54
3 2020-08-30 23,3491.598
3 2020-08-31 00,3529.328
3 2020-08-31 01,3535.143
3 2020-08-31 02,3537.216
3 2020-08-31 03,3537.336
3 2020-08-31 04,3537.421
3 2020-08-31 05,3540.29
3 2020-08-31 06,3556.578
3 2020-08-31 07,3557.685
3 2020-08-31 08,1223.592
3 2020-08-31 09,3513.132
3 2020-08-31 10,1356.936
3 2020-08-31 11,1461.927
3 2020-08-31 12,3527.957
3 2020-08-31 13,1496.117
3 2020-08-31 14,1497.479
3 2020-08-31 15,3558.425
3 2020-08-31 16,1500.78
3 2020-08-31 17,1699.991
3 2020-08-31 18,3536.395
3 2020-08-31 19,2011.959
3 2020-08-31 20,3519.217
3 2020-08-31 21,3519.752
3 2020-08-31 22,3518.19
3 2020-08-31 23,3495.797
4 2020-08-25 00,346.157
4 2020-08-25 01,618.478
4 2020-08-25 02,592.901
4 2020-08-25 03,338.862
4 2020-08-25 04,577.418
4 2020-08-25 05,578.263
4 2020-08-25 06,365.861
4 2020-08-25 07,860.241
4 2020-08-25 08,1300.739
4 2020-08-25 09,1068.958
4 2020-08-25 10,1370.561
4 2020-08-25 11,1385.492
4 2020-08-25 12,1208.416
4 2020-08-25 13,1530.228
4 2020-08-25 14,1525.785
4 2020-08-25 15,1297.192
4 2020-08-25 16,1520.919
4 2020-08-25 17,1647.039
4 2020-08-25 18,1078.587
4 2020-08-25 19,2025.943
4 2020-08-25 20,1150.108
4 2020-08-25 21,791.018
4 2020-08-25 22,1316.24
4 2020-08-25 23,1285.729
4 2020-08-26 00,348.659
4 2020-08-26 01,624.089
4 2020-08-26 02,600.977
4 2020-08-26 03,341.936
4 2020-08-26 04,582.161
4 2020-08-26 05,581.061
4 2020-08-26 06,345.315
4 2020-08-26 07,987.784
4 2020-08-26 08,1227.837
4 2020-08-26 09,1242.812
4 2020-08-26 10,1362.538
4 2020-08-26 11,1413.778
4 2020-08-26 12,1444.444
4 2020-08-26 13,1535.371
4 2020-08-26 14,1529.345
4 2020-08-26 15,1483.475
4 2020-08-26 16,1517.69
4 2020-08-26 17,1668.989
4 2020-08-26 18,1339.044
4 2020-08-26 19,2003.425
4 2020-08-26 20,1110.694
4 2020-08-26 21,751.547
4 2020-08-26 22,1317.352
4 2020-08-26 23,1288.944
4 2020-08-27 00,404.456
4 2020-08-27 01,625.296
4 2020-08-27 02,601.999
4 2020-08-27 03,341.832
4 2020-08-27 04,595.555
4 2020-08-27 05,593.891
4 2020-08-27 06,342.753
4 2020-08-27 07,849.95
4 2020-08-27 08,1232.131
4 2020-08-27 09,1242.609
4 2020-08-27 10,1423.768
4 2020-08-27 11,1496.932
4 2020-08-27 12,1420.973
4 2020-08-27 13,1429.928
4 2020-08-27 14,1429.045
4 2020-08-27 15,1385.761
4 2020-08-27 16,1484.451
4 2020-08-27 17,1671.667
4 2020-08-27 18,1158.265
4 2020-08-27 19,2048.835
4 2020-08-27 20,1049.018
4 2020-08-27 21,894.815
4 2020-08-27 22,1381.628
4 2020-08-27 23,1347.12
4 2020-08-28 00,347.242
4 2020-08-28 01,616.374
4 2020-08-28 02,597.185
4 2020-08-28 03,340.943
4 2020-08-28 04,585.056
4 2020-08-28 05,575.771
4 2020-08-28 06,338.822
4 2020-08-28 07,848.281
4 2020-08-28 08,1238.252
4 2020-08-28 09,1073.382
4 2020-08-28 10,1370.125
4 2020-08-28 11,1439.98
4 2020-08-28 12,1199.608
4 2020-08-28 13,1445.657
4 2020-08-28 14,1448.512
4 2020-08-28 15,1278.232
4 2020-08-28 16,1473.047
4 2020-08-28 17,1650.551
4 2020-08-28 18,1185.84
4 2020-08-28 19,2033.032
4 2020-08-28 20,1050.949
4 2020-08-28 21,647.204
4 2020-08-28 22,1327.8
4 2020-08-28 23,1336.464
4 2020-08-29 00,347.946
4 2020-08-29 01,619.022
4 2020-08-29 02,597.003
4 2020-08-29 03,343.465
4 2020-08-29 04,588.258
4 2020-08-29 05,578.085
4 2020-08-29 06,344.412
4 2020-08-29 07,910.903
4 2020-08-29 08,1222.392
4 2020-08-29 09,1092.627
4 2020-08-29 10,1377.455
4 2020-08-29 11,1389.071
4 2020-08-29 12,1228.327
4 2020-08-29 13,1528.843
4 2020-08-29 14,1524.668
4 2020-08-29 15,1303.949
4 2020-08-29 16,1542.502
4 2020-08-29 17,1698.871
4 2020-08-29 18,1061.065
4 2020-08-29 19,2010.846
4 2020-08-29 20,1160.464
4 2020-08-29 21,627.331
4 2020-08-29 22,1328.02
4 2020-08-29 23,1332.461
4 2020-08-30 00,347.518
4 2020-08-30 01,623.057
4 2020-08-30 02,601.014
4 2020-08-30 03,342.576
4 2020-08-30 04,583.43
4 2020-08-30 05,572.535
4 2020-08-30 06,340.908
4 2020-08-30 07,907.363
4 2020-08-30 08,1299.846
4 2020-08-30 09,975.136
4 2020-08-30 10,1353.553
4 2020-08-30 11,1421.366
4 2020-08-30 12,1203.85
4 2020-08-30 13,1445.461
4 2020-08-30 14,1444.068
4 2020-08-30 15,1242.557
4 2020-08-30 16,1517.263
4 2020-08-30 17,1653.967
4 2020-08-30 18,1321.428
4 2020-08-30 19,1986.138
4 2020-08-30 20,1128.013
4 2020-08-30 21,1101.751
4 2020-08-30 22,1136.37
4 2020-08-30 23,1101.24
4 2020-08-31 00,405.047
4 2020-08-31 01,612.478
4 2020-08-31 02,605.189
4 2020-08-31 03,341.478
4 2020-08-31 04,598.519
4 2020-08-31 05,612.195
4 2020-08-31 06,340.464
4 2020-08-31 07,846.152
4 2020-08-31 08,1205.065
4 2020-08-31 09,1155.22
4 2020-08-31 10,1395.525
4 2020-08-31 11,1488.544
4 2020-08-31 12,1620.168
4 2020-08-31 13,1604.331
4 2020-08-31 14,1609.776
4 2020-08-31 15,1643.052
4 2020-08-31 16,1620.709
4 2020-08-31 17,1716.492
4 2020-08-31 18,1372.088
4 2020-08-31 19,1871.258
4 2020-08-31 20,942.172
4 2020-08-31 21,968.975
4 2020-08-31 22,1103.268
4 2020-08-31 23,1083.984
5 2020-08-25 00,3057.368
5 2020-08-25 01,3030.839
5 2020-08-25 02,3005.649
5 2020-08-25 03,3100.343
5 2020-08-25 04,3111.787
5 2020-08-25 05,2879.241
5 2020-08-25 06,2492.623
5 2020-08-25 07,2460.188
5 2020-08-25 08,1294.113
5 2020-08-25 09,3252.861
5 2020-08-25 10,1420.707
5 2020-08-25 11,1474.313
5 2020-08-25 12,3491.126
5 2020-08-25 13,1549.958
5 2020-08-25 14,1540.867
5 2020-08-25 15,3441.658
5 2020-08-25 16,1545.26
5 2020-08-25 17,1635.309
5 2020-08-25 18,2950.97
5 2020-08-25 19,2072.249
5 2020-08-25 20,3347.028
5 2020-08-25 21,3265.89
5 2020-08-25 22,3249.055
5 2020-08-25 23,3239.088
5 2020-08-26 00,2877.561
5 2020-08-26 01,2830.209
5 2020-08-26 02,2808.233
5 2020-08-26 03,2807.991
5 2020-08-26 04,2808.739
5 2020-08-26 05,2784.542
5 2020-08-26 06,2378.16
5 2020-08-26 07,2329.672
5 2020-08-26 08,1257.038
5 2020-08-26 09,2914.19
5 2020-08-26 10,1392.445
5 2020-08-26 11,1450.478
5 2020-08-26 12,3343.477
5 2020-08-26 13,1504.939
5 2020-08-26 14,1500.628
5 2020-08-26 15,2990.019
5 2020-08-26 16,1537.987
5 2020-08-26 17,1661.935
5 2020-08-26 18,2841.316
5 2020-08-26 19,1909.752
5 2020-08-26 20,3309.928
5 2020-08-26 21,3434.625
5 2020-08-26 22,3405.357
5 2020-08-26 23,3391.07
5 2020-08-27 00,2923.711
5 2020-08-27 01,2879.893
5 2020-08-27 02,2859.585
5 2020-08-27 03,2829.341
5 2020-08-27 04,2825.448
5 2020-08-27 05,2739.252
5 2020-08-27 06,2486.056
5 2020-08-27 07,2444.213
5 2020-08-27 08,1241.401
5 2020-08-27 09,2629.487
5 2020-08-27 10,1475.37
5 2020-08-27 11,1504.253
5 2020-08-27 12,2686.951
5 2020-08-27 13,1538.257
5 2020-08-27 14,1542.63
5 2020-08-27 15,2831.557
5 2020-08-27 16,1552.321
5 2020-08-27 17,1658.052
5 2020-08-27 18,2714.947
5 2020-08-27 19,1870.539
5 2020-08-27 20,3477.794
5 2020-08-27 21,3375.488
5 2020-08-27 22,3377.506
5 2020-08-27 23,3361.716
5 2020-08-28 00,3235.321
5 2020-08-28 01,3208.836
5 2020-08-28 02,3195.223
5 2020-08-28 03,3119.07
5 2020-08-28 04,3144.61
5 2020-08-28 05,2924.631
5 2020-08-28 06,2416.487
5 2020-08-28 07,2384.113
5 2020-08-28 08,1238.447
5 2020-08-28 09,2713.332
5 2020-08-28 10,1413.709
5 2020-08-28 11,1477.45
5 2020-08-28 12,3298.657
5 2020-08-28 13,1518.682
5 2020-08-28 14,1515.786
5 2020-08-28 15,3013.368
5 2020-08-28 16,1526.033
5 2020-08-28 17,1674.268
5 2020-08-28 18,2701.499
5 2020-08-28 19,1913.664
5 2020-08-28 20,3490.642
5 2020-08-28 21,3276.076
5 2020-08-28 22,3259.941
5 2020-08-28 23,3244.73
5 2020-08-29 00,3221.078
5 2020-08-29 01,3195.323
5 2020-08-29 02,3179.468
5 2020-08-29 03,3153.198
5 2020-08-29 04,3157.307
5 2020-08-29 05,2907.973
5 2020-08-29 06,2439.66
5 2020-08-29 07,2408.841
5 2020-08-29 08,1230.061
5 2020-08-29 09,2902.128
5 2020-08-29 10,1365.639
5 2020-08-29 11,1455.475
5 2020-08-29 12,3181.836
5 2020-08-29 13,1515.632
5 2020-08-29 14,1511.215
5 2020-08-29 15,3207.159
5 2020-08-29 16,1531.659
5 2020-08-29 17,1684.986
5 2020-08-29 18,2829.6
5 2020-08-29 19,1997.376
5 2020-08-29 20,3352.774
5 2020-08-29 21,3295.002
5 2020-08-29 22,3281.943
5 2020-08-29 23,3271.73
5 2020-08-30 00,3070.436
5 2020-08-30 01,3046.602
5 2020-08-30 02,3027.862
5 2020-08-30 03,3022.851
5 2020-08-30 04,3020.808
5 2020-08-30 05,2842.301
5 2020-08-30 06,2448.166
5 2020-08-30 07,2412.012
5 2020-08-30 08,1247.558
5 2020-08-30 09,3221.186
5 2020-08-30 10,1419.779
5 2020-08-30 11,1477.618
5 2020-08-30 12,3538.054
5 2020-08-30 13,1501.685
5 2020-08-30 14,1495.054
5 2020-08-30 15,3287.956
5 2020-08-30 16,1537.871
5 2020-08-30 17,1662.261
5 2020-08-30 18,2784.05
5 2020-08-30 19,2063.377
5 2020-08-30 20,3299.534
5 2020-08-30 21,3376.529
5 2020-08-30 22,3375.73
5 2020-08-30 23,3357.189
5 2020-08-31 00,3301.413
5 2020-08-31 01,3271.994
5 2020-08-31 02,3250.498
5 2020-08-31 03,3277.2
5 2020-08-31 04,3275.977
5 2020-08-31 05,2822.714
5 2020-08-31 06,2445.66
5 2020-08-31 07,2427.663
5 2020-08-31 08,1209.198
5 2020-08-31 09,2873.962
5 2020-08-31 10,1363.457
5 2020-08-31 11,1476.153
5 2020-08-31 12,2919.745
5 2020-08-31 13,1542.551
5 2020-08-31 14,1545.489
5 2020-08-31 15,3019.084
5 2020-08-31 16,1522.87
5 2020-08-31 17,1707.016
5 2020-08-31 18,2629.548
5 2020-08-31 19,1959.852
5 2020-08-31 20,3372.045
5 2020-08-31 21,3329.83
5 2020-08-31 22,3338.963
5 2020-08-31 23,3295.572
6 2020-08-25 00,634.44
6 2020-08-25 01,608.582
6 2020-08-25 02,588.949
6 2020-08-25 03,582.678
6 2020-08-25 04,579.728
6 2020-08-25 05,566.937
6 2020-08-25 06,599.273
6 2020-08-25 07,818.601
6 2020-08-25 08,1314.263
6 2020-08-25 09,1899.968
6 2020-08-25 10,1859.085
6 2020-08-25 11,1853.917
6 2020-08-25 12,2760.977
6 2020-08-25 13,2816.473
6 2020-08-25 14,2819.934
6 2020-08-25 15,2765.686
6 2020-08-25 16,2695.637
6 2020-08-25 17,2511.556
6 2020-08-25 18,1557.927
6 2020-08-25 19,1222.174
6 2020-08-25 20,1116.671
6 2020-08-25 21,764.083
6 2020-08-25 22,727.801
6 2020-08-25 23,702.891
6 2020-08-26 00,637.245
6 2020-08-26 01,621.4
6 2020-08-26 02,606.964
6 2020-08-26 03,592.824
6 2020-08-26 04,590.535
6 2020-08-26 05,582.329
6 2020-08-26 06,623.876
6 2020-08-26 07,899.391
6 2020-08-26 08,1271.932
6 2020-08-26 09,2355.442
6 2020-08-26 10,2343.908
6 2020-08-26 11,2345.657
6 2020-08-26 12,2782.01
6 2020-08-26 13,2826.241
6 2020-08-26 14,2827.359
6 2020-08-26 15,2817.628
