num_date_time,answer
1 2020-08-28 05,8549.0742582325
1 2020-08-28 06,8552.115509219459
1 2020-08-28 07,8620.7130833424
1 2020-08-28 08,8580.22440333832
1 2020-08-28 09,8594.490065874332
1 2020-08-28 10,8657.501740736147
1 2020-08-28 11,8657.501740736147
1 2020-08-28 12,8641.409791631351
1 2020-08-28 13,8645.202447295025
1 2020-08-28 14,8645.202447295025
1 2020-08-28 15,8636.840480039
1 2020-08-28 16,8636.840480039
1 2020-08-28 17,8570.1976584186
1 2020-08-28 18,8546.127498246584
1 2020-08-28 19,8567.512269147102
1 2020-08-28 20,8549.92144831649
1 2020-08-28 21,8516.924716858854
1 2020-08-28 22,8468.165235441866
1 2020-08-28 23,8468.165235441866
1 2020-08-29 00,8606.03968162202
1 2020-08-29 01,8594.22409356501
1 2020-08-29 02,8570.807068617412
1 2020-08-29 03,8551.63063271195
1 2020-08-29 04,8551.63063271195
1 2020-08-29 05,8551.63063271195
1 2020-08-29 06,8572.665717064296
1 2020-08-29 07,8640.392012687047
1 2020-08-29 08,8599.903332682967
1 2020-08-29 09,8618.917132750748
1 2020-08-29 10,8689.033849942796
1 2020-08-29 11,8689.033849942796
1 2020-08-29 12,8629.181799979837
1 2020-08-29 13,8630.3648810989
1 2020-08-29 14,8630.3648810989
1 2020-08-29 15,8685.510624985289
1 2020-08-29 16,8685.510624985289
1 2020-08-29 17,8578.13060765183
1 2020-08-29 18,8573.666117683022
1 2020-08-29 19,8595.05088858354
1 2020-08-29 20,8577.460067752929
1 2020-08-29 21,8559.92023189127
1 2020-08-29 22,8492.069731506786
1 2020-08-29 23,8492.069731506786
1 2020-08-30 00,8637.76096057174
1 2020-08-30 01,8625.94537251473
1 2020-08-30 02,8602.528347567133
1 2020-08-30 03,8583.35191166167
1 2020-08-30 04,8583.35191166167
1 2020-08-30 05,8583.35191166167
1 2020-08-30 06,8572.665717064296
1 2020-08-30 07,8640.392012687047
1 2020-08-30 08,8599.903332682967
1 2020-08-30 09,8596.54793434171
1 2020-08-30 10,8653.08629604476
1 2020-08-30 11,8653.08629604476
1 2020-08-30 12,8693.285761268242
1 2020-08-30 13,8694.468842387305
1 2020-08-30 14,8694.468842387305
1 2020-08-30 15,8696.433681137965
1 2020-08-30 16,8696.433681137965
1 2020-08-30 17,8597.525886226826
1 2020-08-30 18,8574.746960161834
1 2020-08-30 19,8596.131731062353
1 2020-08-30 20,8578.54091023174
1 2020-08-30 21,8590.683068042836
1 2020-08-30 22,8513.874350256336
1 2020-08-30 23,8513.874350256336
1 2020-08-31 00,8622.937335530405
1 2020-08-31 01,8611.121747473395
1 2020-08-31 02,8587.704722525797
1 2020-08-31 03,8557.95114430864
1 2020-08-31 04,8557.95114430864
1 2020-08-31 05,8557.95114430864
1 2020-08-31 06,8540.159907381032
1 2020-08-31 07,8607.886203003784
1 2020-08-31 08,8567.397522999703
1 2020-08-31 09,8595.333726549987
1 2020-08-31 10,8669.74509822124
1 2020-08-31 11,8669.74509822124
1 2020-08-31 12,8689.07360218279
1 2020-08-31 13,8692.866257846465
1 2020-08-31 14,8692.866257846465
1 2020-08-31 15,8668.53180819382
1 2020-08-31 16,8668.53180819382
1 2020-08-31 17,8569.62401328268
1 2020-08-31 18,8569.593283906328
1 2020-08-31 19,8590.978054806847
1 2020-08-31 20,8573.387233976235
1 2020-08-31 21,8577.934164158662
1 2020-08-31 22,8501.125446372163
1 2020-08-31 23,8501.125446372163
2 2020-08-25 00,1296.6135342970754
2 2020-08-25 01,787.1240718645364
2 2020-08-25 02,763.7070469169385
2 2020-08-25 03,1158.8426186306074
2 2020-08-25 04,685.0269155317246
2 2020-08-25 05,685.0269155317246
2 2020-08-25 06,1175.824425342918
2 2020-08-25 07,1040.135489938812
2 2020-08-25 08,1196.2832772317229
2 2020-08-25 09,1824.437382663259
2 2020-08-25 10,1759.2015100019164
2 2020-08-25 11,1759.2015100019164
2 2020-08-25 12,1941.2827847620456
2 2020-08-25 13,1787.7280440549139
2 2020-08-25 14,1787.7280440549139
2 2020-08-25 15,1899.1742282285554
2 2020-08-25 16,1740.934553036228
2 2020-08-25 17,1674.2917314158242
2 2020-08-25 18,1644.4005278332675
2 2020-08-25 19,1382.6829747209997
2 2020-08-25 20,1386.4039158179114
2 2020-08-25 21,1509.9113155497894
2 2020-08-25 22,1385.3631129205087
2 2020-08-25 23,1385.3631129205087
2 2020-08-26 00,1306.6423529648323
2 2020-08-26 01,797.152890532293
2 2020-08-26 02,773.735865584695
2 2020-08-26 03,1244.1699412177854
2 2020-08-26 04,770.3542381189025
2 2020-08-26 05,770.3542381189025
2 2020-08-26 06,1314.8542459035957
2 2020-08-26 07,1166.4822247892116
2 2020-08-26 08,1352.1529421675036
2 2020-08-26 09,1782.858688055985
2 2020-08-26 10,1714.518650623151
2 2020-08-26 11,1714.518650623151
2 2020-08-26 12,1868.96652353478
2 2020-08-26 13,1715.4117828276478
2 2020-08-26 14,1715.4117828276478
2 2020-08-26 15,1820.1134224725643
2 2020-08-26 16,1662.766026101759
2 2020-08-26 17,1596.1232044813553
2 2020-08-26 18,1625.2754145901033
2 2020-08-26 19,1377.3176047864713
2 2020-08-26 20,1381.0385458833834
2 2020-08-26 21,1418.7098302465101
2 2020-08-26 22,1334.9906844880493
2 2020-08-26 23,1334.9906844880493
2 2020-08-27 00,1365.4112789325345
2 2020-08-27 01,863.3206357506917
2 2020-08-27 02,839.9036108030938
2 2020-08-27 03,1228.055678269758
2 2020-08-27 04,754.2399751708753
2 2020-08-27 05,754.2399751708753
2 2020-08-27 06,1199.3121173166157
2 2020-08-27 07,1112.3373618896546
2 2020-08-27 08,1268.4851491825655
2 2020-08-27 09,1618.723160679133
2 2020-08-27 10,1580.2106465717354
2 2020-08-27 11,1580.2106465717354
2 2020-08-27 12,1722.3523486074605
2 2020-08-27 13,1609.0993219432708
2 2020-08-27 14,1609.0993219432708
2 2020-08-27 15,1941.1961886533827
2 2020-08-27 16,1776.4499730318812
2 2020-08-27 17,1692.5032864231307
2 2020-08-27 18,1708.4087477672615
2 2020-08-27 19,1354.9272816753605
2 2020-08-27 20,1358.6482227722727
2 2020-08-27 21,1457.6222805707996
2 2020-08-27 22,1305.0296906755098
2 2020-08-27 23,1305.0296906755098
2 2020-08-28 00,1328.9819666271555
2 2020-08-28 01,825.2701403857014
2 2020-08-28 02,801.8531154381035
2 2020-08-28 03,1036.0797984778974
2 2020-08-28 04,623.6613610664381
2 2020-08-28 05,623.6613610664381
2 2020-08-28 06,1256.022712612583
2 2020-08-28 07,1143.6651925357348
2 2020-08-28 08,1299.8129798286457
2 2020-08-28 09,1764.5815309925383
2 2020-08-28 10,1684.8417967502662
2 2020-08-28 11,1684.8417967502662
2 2020-08-28 12,2010.284844366401
2 2020-08-28 13,1856.7301036592694
2 2020-08-28 14,1856.7301036592694
2 2020-08-28 15,2002.9394607108388
2 2020-08-28 16,1845.5920643400352
2 2020-08-28 17,1778.9492427196315
2 2020-08-28 18,1760.9423299443044
2 2020-08-28 19,1407.4608638524035
2 2020-08-28 20,1411.1818049493156
2 2020-08-28 21,1398.1185850910495
2 2020-08-28 22,1245.5259951957596
2 2020-08-28 23,1245.5259951957596
2 2020-08-29 00,1114.6645716879784
2 2020-08-29 01,675.8325036428997
2 2020-08-29 02,652.4154786953018
2 2020-08-29 03,1035.0803378896028
2 2020-08-29 04,622.6619004781436
2 2020-08-29 05,622.6619004781436
2 2020-08-29 06,1218.8471581677486
2 2020-08-29 07,1131.001124240597
2 2020-08-29 08,1287.1489115335078
2 2020-08-29 09,1922.784177074043
2 2020-08-29 10,1850.1494851620046
2 2020-08-29 11,1850.1494851620046
2 2020-08-29 12,2046.5155967416274
2 2020-08-29 13,1892.9608560344955
2 2020-08-29 14,1892.9608560344955
2 2020-08-29 15,2055.461928660806
2 2020-08-29 16,1898.1145322900013
2 2020-08-29 17,1799.2067373788573
2 2020-08-29 18,1856.3828273714735
2 2020-08-29 19,1502.9013612795725
2 2020-08-29 20,1506.6223023764842
2 2020-08-29 21,1488.4306746618718
2 2020-08-29 22,1331.1202637243296
2 2020-08-29 23,1331.1202637243296
2 2020-08-30 00,1341.9813848654178
2 2020-08-30 01,841.7520511329154
2 2020-08-30 02,818.3350261853175
2 2020-08-30 03,1265.8692510485027
2 2020-08-30 04,792.05354794962
2 2020-08-30 05,792.05354794962
2 2020-08-30 06,1268.653524439902
2 2020-08-30 07,1146.4665084608469
2 2020-08-30 08,1302.6142957537577
2 2020-08-30 09,1964.5502896997257
2 2020-08-30 10,1899.314417038383
2 2020-08-30 11,1899.314417038383
2 2020-08-30 12,2062.3882766009715
2 2020-08-30 13,1907.941257072317
2 2020-08-30 14,1907.941257072317
2 2020-08-30 15,2068.7308436523795
2 2020-08-30 16,1910.4911684600524
2 2020-08-30 17,1811.5833735489084
2 2020-08-30 18,1828.3589474876057
2 2020-08-30 19,1482.2763006464006
2 2020-08-30 20,1485.9972417433123
2 2020-08-30 21,1446.8284112065287
2 2020-08-30 22,1289.5180002689863
2 2020-08-30 23,1289.5180002689863
2 2020-08-31 00,1140.756733502943
2 2020-08-31 01,676.5419008079772
2 2020-08-31 02,653.1248758603792
2 2020-08-31 03,1028.1519133017835
2 2020-08-31 04,623.1322951410195
2 2020-08-31 05,623.1322951410195
2 2020-08-31 06,1202.356758261938
2 2020-08-31 07,1121.9095435854822
2 2020-08-31 08,1307.5802609637742
2 2020-08-31 09,1918.407670541614
2 2020-08-31 10,1857.4664523594756
2 2020-08-31 11,1857.4664523594756
2 2020-08-31 12,1950.7511402703167
2 2020-08-31 13,1797.1963995631836
2 2020-08-31 14,1797.1963995631836
2 2020-08-31 15,2031.3008372077595
2 2020-08-31 16,1873.061162015432
2 2020-08-31 17,1774.153367104288
2 2020-08-31 18,1788.2821025214944
2 2020-08-31 19,1441.307176858766
2 2020-08-31 20,1445.0281179556782
2 2020-08-31 21,1228.899344461353
2 2020-08-31 22,1145.5386947174352
2 2020-08-31 23,1145.5386947174352
3 2020-08-25 00,3307.5123701550347
3 2020-08-25 01,1520.92555079057
3 2020-08-25 02,1497.508525842972
3 2020-08-25 03,3454.0808509664917
3 2020-08-25 04,1290.2631550198419
3 2020-08-25 05,1290.2631550198419
3 2020-08-25 06,3394.924716579446
3 2020-08-25 07,1220.2125757040492
3 2020-08-25 08,1328.53268457101
3 2020-08-25 09,3388.765466869187
3 2020-08-25 10,1951.4443739007363
3 2020-08-25 11,1951.4443739007363
3 2020-08-25 12,3477.107522712214
3 2020-08-25 13,1950.994331322676
3 2020-08-25 14,1950.994331322676
3 2020-08-25 15,3497.3470034554252
3 2020-08-25 16,1967.441156402214
3 2020-08-25 17,1892.326112359491
3 2020-08-25 18,3217.5165944740634
3 2020-08-25 19,1800.459666797029
3 2020-08-25 20,1804.180607893941
3 2020-08-25 21,3225.593205992917
3 2020-08-25 22,1795.873310004917
3 2020-08-25 23,1795.873310004917
3 2020-08-26 00,3307.5123701550347
3 2020-08-26 01,1520.92555079057
3 2020-08-26 02,1497.508525842972
3 2020-08-26 03,3236.5218279524706
3 2020-08-26 04,1478.837952421221
3 2020-08-26 05,1478.837952421221
3 2020-08-26 06,3207.1509831912754
3 2020-08-26 07,1390.727731485542
3 2020-08-26 08,1528.570770437884
3 2020-08-26 09,3391.1570468454315
3 2020-08-26 10,1920.99097596254
3 2020-08-26 11,1920.99097596254
3 2020-08-26 12,3431.1263776765063
3 2020-08-26 13,1950.994331322676
3 2020-08-26 14,1950.994331322676
3 2020-08-26 15,3434.9190333401793
3 2020-08-26 16,1950.994331322676
3 2020-08-26 17,1884.3515097022723
3 2020-08-26 18,3210.8847479726887
3 2020-08-26 19,1826.1969324794597
3 2020-08-26 20,1829.9178735763717
3 2020-08-26 21,3241.494290484259
3 2020-08-26 22,1791.0120099414487
3 2020-08-26 23,1791.0120099414487
3 2020-08-27 00,3332.55478923177
3 2020-08-27 01,1505.0121011489623
3 2020-08-27 02,1481.5950762013642
3 2020-08-27 03,3396.4756006371476
3 2020-08-27 04,1425.5740129868298
3 2020-08-27 05,1425.5740129868298
3 2020-08-27 06,3332.8297554738256
3 2020-08-27 07,1557.6040576800137
3 2020-08-27 08,1695.4470966323556
3 2020-08-27 09,3491.234785750771
3 2020-08-27 10,1996.8710296390382
3 2020-08-27 11,1996.8710296390382
3 2020-08-27 12,3512.0722945730913
3 2020-08-27 13,2001.167103246374
3 2020-08-27 14,2001.167103246374
3 2020-08-27 15,3583.1402120452835
3 2020-08-27 16,2054.126643813596
3 2020-08-27 17,1987.4838221931914
3 2020-08-27 18,3382.7441033044724
3 2020-08-27 19,1864.1609697775168
3 2020-08-27 20,1892.3977947289845
3 2020-08-27 21,3431.9707261006247
3 2020-08-27 22,1668.9960424976791
3 2020-08-27 23,1668.9960424976791
3 2020-08-28 00,3430.9471379984807
3 2020-08-28 01,1487.8706462987404
3 2020-08-28 02,1464.4536213511424
3 2020-08-28 03,3473.0458242150503
3 2020-08-28 04,1346.854375665769
3 2020-08-28 05,1346.854375665769
3 2020-08-28 06,3412.27802697595
3 2020-08-28 07,1473.3514431674582
3 2020-08-28 08,1581.671552034419
3 2020-08-28 09,3536.3353387590128
3 2020-08-28 10,1945.4865871754275
3 2020-08-28 11,1945.4865871754275
3 2020-08-28 12,3579.3475563816105
3 2020-08-28 13,2054.126643813596
3 2020-08-28 14,2054.126643813596
3 2020-08-28 15,3713.863273907127
3 2020-08-28 16,2184.84970567544
3 2020-08-28 17,2118.206884055037
3 2020-08-28 18,3443.7180000401504
3 2020-08-28 19,1935.4738155532184
3 2020-08-28 20,1963.7106405046861
3 2020-08-28 21,3360.6783862837087
3 2020-08-28 22,1703.1983339118362
3 2020-08-28 23,1703.1983339118362
3 2020-08-29 00,3420.609766116585
3 2020-08-29 01,1497.4483280221405
3 2020-08-29 02,1474.0313030745424
3 2020-08-29 03,3482.6235059384503
3 2020-08-29 04,1356.4320573891691
3 2020-08-29 05,1356.4320573891691
3 2020-08-29 06,3571.7188733052612
3 2020-08-29 07,1370.1839611099288
3 2020-08-29 08,1478.5040699768895
3 2020-08-29 09,3584.8680608439913
3 2020-08-29 10,2069.0835411607277
3 2020-08-29 11,2069.0835411607277
3 2020-08-29 12,3685.455363064135
3 2020-08-29 13,2006.907605187406
3 2020-08-29 14,2006.907605187406
3 2020-08-29 15,3686.6384441831983
3 2020-08-29 16,2006.907605187406
3 2020-08-29 17,1907.999810276262
3 2020-08-29 18,3532.0599626469957
3 2020-08-29 19,1701.6955282107199
3 2020-08-29 20,1729.9323531621876
3 2020-08-29 21,3518.660043735677
3 2020-08-29 22,1584.2176237480178
3 2020-08-29 23,1584.2176237480178
3 2020-08-30 00,3559.5004046010595
3 2020-08-30 01,1374.6019166199644
3 2020-08-30 02,1351.1848916723663
3 2020-08-30 03,3521.777644533298
3 2020-08-30 04,1332.0084557669024
3 2020-08-30 05,1332.0084557669024
3 2020-08-30 06,3571.7188733052612
3 2020-08-30 07,1361.2257437079124
3 2020-08-30 08,1469.5458525748732
3 2020-08-30 09,3630.714897202168
3 2020-08-30 10,1847.1191002451815
3 2020-08-30 11,1847.1191002451815
3 2020-08-30 12,3644.7152601524494
3 2020-08-30 13,1950.9663856601683
3 2020-08-30 14,1950.9663856601683
3 2020-08-30 15,3639.159199586157
3 2020-08-30 16,2110.1456313544695
3 2020-08-30 17,2011.2378364433248
3 2020-08-30 18,3456.022693056524
3 2020-08-30 19,1955.4929504720762
3 2020-08-30 20,1983.729775423544
3 2020-08-30 21,3319.484239821908
3 2020-08-30 22,1811.4551223049514
3 2020-08-30 23,1811.4551223049514
3 2020-08-31 00,3398.387342257083
3 2020-08-31 01,1490.4270207781908
3 2020-08-31 02,1467.0099958305927
3 2020-08-31 03,3487.9067556960354
3 2020-08-31 04,1324.0890597493844
3 2020-08-31 05,1324.0890597493844
3 2020-08-31 06,3480.439905008041
3 2020-08-31 07,1348.2552937383632
3 2020-08-31 08,1456.575402605324
3 2020-08-31 09,3517.343750211855
3 2020-08-31 10,2001.5123649828924
3 2020-08-31 11,2001.5123649828924
3 2020-08-31 12,3592.50992818001
3 2020-08-31 13,2041.0609331800947
3 2020-08-31 14,2041.0609331800947
3 2020-08-31 15,3600.724531132611
3 2020-08-31 16,2070.818684079401
3 2020-08-31 17,1971.910889168256
3 2020-08-31 18,3404.1530151430275
3 2020-08-31 19,1902.7309937370567
3 2020-08-31 20,1906.4519348339686
3 2020-08-31 21,3314.308823083118
3 2020-08-31 22,1799.12779769023
3 2020-08-31 23,1799.12779769023
4 2020-08-25 00,755.5542582846622
4 2020-08-25 01,615.5561664579499
4 2020-08-25 02,592.1391415103519
4 2020-08-25 03,318.8274103135149
4 2020-08-25 04,418.91452788771716
4 2020-08-25 05,418.91452788771716
4 2020-08-25 06,202.79706706838164
4 2020-08-25 07,893.9220612220688
4 2020-08-25 08,1108.9711164153714
4 2020-08-25 09,1258.5422401495716
4 2020-08-25 10,1769.8403353533186
4 2020-08-25 11,1769.8403353533186
4 2020-08-25 12,1420.639658812301
4 2020-08-25 13,1842.9817078928952
4 2020-08-25 14,1842.9817078928952
4 2020-08-25 15,1444.9555410166213
4 2020-08-25 16,1866.1145089781526
4 2020-08-25 17,1760.1349893218307
4 2020-08-25 18,1106.4170282391767
4 2020-08-25 19,1313.4782598509412
4 2020-08-25 20,1288.3701840719714
4 2020-08-25 21,975.4825703963695
4 2020-08-25 22,1062.6837727664424
4 2020-08-25 23,1062.6837727664424
4 2020-08-26 00,797.9706493844566
4 2020-08-26 01,663.4098989202548
4 2020-08-26 02,639.9928739726569
4 2020-08-26 03,675.9723678207463
4 2020-08-26 04,572.9627056048882
4 2020-08-26 05,572.9627056048882
4 2020-08-26 06,611.968287960692
4 2020-08-26 07,1096.0101234643328
4 2020-08-26 08,1340.5821087430165
4 2020-08-26 09,1279.924301974658
4 2020-08-26 10,1832.656684051253
4 2020-08-26 11,1832.656684051253
4 2020-08-26 12,1539.5002552768492
4 2020-08-26 13,1826.5348828133574
4 2020-08-26 14,1826.5348828133574
4 2020-08-26 15,1647.3446213623538
4 2020-08-26 16,1826.5348828133574
4 2020-08-26 17,1720.5553631570356
4 2020-08-26 18,1172.202559176236
4 2020-08-26 19,1228.878455576042
4 2020-08-26 20,1203.770379797072
4 2020-08-26 21,985.614876323509
4 2020-08-26 22,1052.1705106782688
4 2020-08-26 23,1052.1705106782688
4 2020-08-27 00,867.9454099208837
4 2020-08-27 01,721.4588657868926
4 2020-08-27 02,698.0418408392947
4 2020-08-27 03,754.6715285130255
4 2020-08-27 04,657.099207659678
4 2020-08-27 05,657.099207659678
4 2020-08-27 06,537.6659926297525
4 2020-08-27 07,1130.1839123483323
4 2020-08-27 08,1345.232967541635
4 2020-08-27 09,1277.3716223971342
4 2020-08-27 10,1817.26583724333
4 2020-08-27 11,1817.26583724333
4 2020-08-27 12,1447.2571977996413
4 2020-08-27 13,1872.208821424845
4 2020-08-27 14,1872.208821424845
4 2020-08-27 15,1493.0141357954928
4 2020-08-27 16,1914.1731037570241
4 2020-08-27 17,1808.1935841007023
4 2020-08-27 18,1181.936874979823
4 2020-08-27 19,1318.2450457145533
4 2020-08-27 20,1293.1369699355835
4 2020-08-27 21,1077.771002597609
4 2020-08-27 22,1089.340464373514
4 2020-08-27 23,1089.340464373514
4 2020-08-28 00,843.0505715313669
4 2020-08-28 01,703.0524797046546
4 2020-08-28 02,679.6354547570567
4 2020-08-28 03,737.5639609037077
4 2020-08-28 04,641.771384233859
4 2020-08-28 05,641.771384233859
4 2020-08-28 06,544.5702216535665
4 2020-08-28 07,1137.0881413721463
4 2020-08-28 08,1352.137196565449
4 2020-08-28 09,1294.2077782991303
4 2020-08-28 10,1827.200530251105
4 2020-08-28 11,1827.200530251105
4 2020-08-28 12,1434.1023216224223
4 2020-08-28 13,1830.2162882711173
4 2020-08-28 14,1830.2162882711173
4 2020-08-28 15,1479.579126335542
4 2020-08-28 16,1900.7380942970733
4 2020-08-28 17,1786.2863522184323
4 2020-08-28 18,1137.5309768369207
4 2020-08-28 19,1247.6110651397514
4 2020-08-28 20,1222.5029893607816
4 2020-08-28 21,992.0153276278315
4 2020-08-28 22,1072.9441599078327
4 2020-08-28 23,1072.9441599078327
4 2020-08-29 00,844.0398663474754
4 2020-08-29 01,713.3019032207997
4 2020-08-29 02,689.8848782732017
4 2020-08-29 03,757.6130133961477
4 2020-08-29 04,654.6033511802897
4 2020-08-29 05,654.6033511802897
4 2020-08-29 06,765.8079743124955
4 2020-08-29 07,1234.6782491710287
4 2020-08-29 08,1449.7273043643313
4 2020-08-29 09,1420.4430497873207
4 2020-08-29 10,1931.7411449910676
4 2020-08-29 11,1931.7411449910676
4 2020-08-29 12,1608.9292180353364
4 2020-08-29 13,2031.2712671159306
4 2020-08-29 14,2031.2712671159306
4 2020-08-29 15,1623.5473086143502
4 2020-08-29 16,2044.7062765758815
4 2020-08-29 17,1906.4617836288194
4 2020-08-29 18,1253.9693917491527
4 2020-08-29 19,1390.2775624838828
4 2020-08-29 20,1365.169486704913
4 2020-08-29 21,1017.2273108529284
4 2020-08-29 22,1049.500024385764
4 2020-08-29 23,1049.500024385764
4 2020-08-30 00,844.0398663474754
4 2020-08-30 01,713.3019032207997
4 2020-08-30 02,689.8848782732017
4 2020-08-30 03,745.7938598029934
4 2020-08-30 04,649.6856604813565
4 2020-08-30 05,649.6856604813565
4 2020-08-30 06,760.197458277016
4 2020-08-30 07,1234.4097978784498
4 2020-08-30 08,1449.4588530717524
4 2020-08-30 09,1413.554210432154
4 2020-08-30 10,1961.9919380295446
4 2020-08-30 11,1961.9919380295446
4 2020-08-30 12,1619.7546529506776
4 2020-08-30 13,2044.7062765758815
4 2020-08-30 14,2044.7062765758815
4 2020-08-30 15,1610.1122991543994
4 2020-08-30 16,2031.2712671159306
4 2020-08-30 17,1884.5545517465494
4 2020-08-30 18,1235.7801311534727
4 2020-08-30 19,1358.4762690363002
4 2020-08-30 20,1333.3681932573304
4 2020-08-30 21,893.3150240266914
4 2020-08-30 22,974.4234918938178
4 2020-08-30 23,974.4234918938178
4 2020-08-31 00,574.8857232991705
4 2020-08-31 01,531.4679889763102
4 2020-08-31 02,508.0509640287122
4 2020-08-31 03,371.2652718210006
4 2020-08-31 04,464.45092650098206
4 2020-08-31 05,464.45092650098206
4 2020-08-31 06,392.5730993188373
4 2020-08-31 07,1065.0375103239055
4 2020-08-31 08,1309.6094956025893
4 2020-08-31 09,1264.037420194344
4 2020-08-31 10,1806.7237860784824
4 2020-08-31 11,1806.7237860784824
4 2020-08-31 12,1594.5923165250797
4 2020-08-31 13,1868.216934121001
4 2020-08-31 14,1868.216934121001
4 2020-08-31 15,1558.5131958836246
4 2020-08-31 16,1827.4528789943504
4 2020-08-31 17,1689.2083860472883
4 2020-08-31 18,809.8038369061023
4 2020-08-31 19,1153.0177190167099
4 2020-08-31 20,1127.90964323774
4 2020-08-31 21,663.7683461239851
4 2020-08-31 22,881.272022609849
4 2020-08-31 23,881.272022609849
5 2020-08-25 00,2684.534627152059
5 2020-08-25 01,2206.921818202515
5 2020-08-25 02,2183.5047932549173
5 2020-08-25 03,2676.0212414203147
5 2020-08-25 04,2202.2055383214342
5 2020-08-25 05,2202.2055383214342
5 2020-08-25 06,2327.2651978737167
5 2020-08-25 07,1874.367885735847
5 2020-08-25 08,2030.5156730287579
5 2020-08-25 09,2558.678316349512
5 2020-08-25 10,2536.4958267250126
5 2020-08-25 11,2536.4958267250126
5 2020-08-25 12,2746.4375693798925
5 2020-08-25 13,2565.0223607780104
5 2020-08-25 14,2565.0223607780104
5 2020-08-25 15,2666.11744593224
5 2020-08-25 16,2507.8777707399117
5 2020-08-25 17,2475.5451667332013
5 2020-08-25 18,2469.6877426653173
5 2020-08-25 19,2621.3705980264717
5 2020-08-25 20,2731.4426067621075
5 2020-08-25 21,2791.181671700406
5 2020-08-25 22,2790.9753670725527
5 2020-08-25 23,2790.9753670725527
5 2020-08-26 00,2694.5634458198156
5 2020-08-26 01,2216.950636870273
5 2020-08-26 02,2193.5336119226745
5 2020-08-26 03,2663.967687555762
5 2020-08-26 04,2190.151984456882
5 2020-08-26 05,2190.151984456882
5 2020-08-26 06,2264.589999773646
5 2020-08-26 07,1919.6472253062898
5 2020-08-26 08,2105.317942684581
5 2020-08-26 09,2473.626611200538
5 2020-08-26 10,2448.3399568045465
5 2020-08-26 11,2448.3399568045465
5 2020-08-26 12,2582.492505464298
5 2020-08-26 13,2401.077296862416
5 2020-08-26 14,2401.077296862416
5 2020-08-26 15,2610.5963126484653
5 2020-08-26 16,2425.38844838291
5 2020-08-26 17,2393.0558443761997
5 2020-08-26 18,2407.0896188804522
5 2020-08-26 19,2601.3333336499973
5 2020-08-26 20,2711.405342385633
5 2020-08-26 21,2714.2096438747913
5 2020-08-26 22,2782.6928640125075
